Unnamed: 0,Title,Content,Level,Tag,Category,Author
723,웹 프론트엔드를 위한 자바스크립트 첫 걸음,"['자바스크립트를 배워야 하는 이유', '웹 개발에 대한 기본 개념들', '실무에서 자주 사용되는 자바스크립트 문법', '실제 사용할 수 있는 프로젝트 개발', 'Typescript, React.js, Next.js를 학습하기 위한 발판']",입문자,"['JavaScript', 'DOM']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['효빈 Hyobin']
724,Google이 인정하는 개발자 되기 [커뮤니티와 함께 성장하는 개발자],"['Google, Apple 등 글로벌 기업에서 운영하는 에반젤리스트의 역할', 'Google Developer Expert(GDE)가 하는 일과 혜택', 'GDE가 되는 과정 - 추천, 서류, 면접', '지식공유의 종류와 방법', '기술 커뮤니티에 대한 이해와 기여하는 방법', '지식을 공유하면서 성장하는 개발자의 모습', '커뮤니티와 함께 성장하기 위해 필요한 마음가짐']",입문자,['GDE'],"['커리어', '개인 브랜딩']",['마량']
725,ARM Cortex-M 프로세서 프로그래밍,"['비정렬 액세스를 써도 좋을까요?', '어셈블리어의 중요성', '파이프라인의 동작원리', '인라인 어셈블러', '링커스크립트', 'NVIC 장치의 동작원리', '익셉션 처리 절차 시작부터 종료까지 완벽 분석', '클럭제어기', '부트 코드 분석']",초급자,"['ARM Architecture', 'Cortex', '임베디드']","['BEST', '하드웨어', '임베디드 · IoT']",['홍영기']
726,다양한 사례로 익히는 SQL 데이터 분석,"['매출, 주문, 웹로그 분석등의 실전 서비스 분석 사례', 'RFM, DAU/MAU, 이탈율, 잔존율, 전환 퍼널 등 분석을 위한 핵심 지표들을 이해하고 이를 SQL로 구현', '조인, Group by, Window 함수의 활용과 실무 적용 기법', '원하는 분석 결과를 SQL을 통해서 자유자재로 도출할 수 있는 능력', '실무와 유사한 실습 데이터 기반에서 SQL 데이터 분석 핵심 역량 강화', '분석 데이터의 차트 시각화']",중급자,"['SQL', 'PostgreSQL', 'DBMS/RDBMS', '퍼포먼스 마케팅', '데이터 엔지니어링']","['BEST', '데이터 사이언스', '데이터 분석']",['권 철민']
727,캐글 Advanced 머신러닝 실전 박치기,"['캐글의 실전 경연 대회 문제를 접하면서 머신러닝 실전 구현 능력을 업그레이드', '실무에 머신러닝을 적용할 수 있는 수준으로 구현 능력 업그레이드', '머신러닝 모델의 성능 개선 방법', '머신러닝을 위한 데이터 분석 능력 향상', '머신러닝 Feature Engineering의 구체적인 구현 방법']",중급자,"['머신러닝', 'Kaggle']","['BEST', '데이터 사이언스', '인공지능']",['권 철민']
728,처음 시작하는 Infrastructure as Code: AWS & 테라폼,"['Terraform', 'AWS 기본', 'DevOps 개념', '테라폼', '데브옵스', 'aws']",초급자,"['AWS', 'Terraform']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['송주영']
729,엑셀 매크로와 VBA 기초부터 실무활용까지 완전 정복,"['매크로와 VBA사용에 꼭 필요한 기본기 익히기', '자동 매크로를 이용하여 업무 자동화 프로그램 만들기', 'RawData를 자동으로 편집하고 데이터를 검색하는 프로그램 만들기', '시트와 파일로 데이터를 분리하는 프로그램 만들기', '프로그램 실행을 제어하는 핵심 제어문 다루기', 'ActiveX 컨트롤로 검색하여 자동 증명서 발급하는 프로그램 만들기']",중급자,"['업무 생산성', 'Excel', 'VBA']","['BEST', '비즈니스 · 마케팅', '오피스']",['엑셀여신']
730,업무가 100배 빨라지는 엑셀 데이터 활용과 분석 노하우,"['시스템에서 다운 받은 RAW 데이터를 100배 빠르게 편집', '데이터 분석 보고서 작성에 주로 사용되는 함수 응용기법 습득', '피벗 테이블을 이용한 빠르고 효율적인 집계표 작성', '많은 데이터 목록에서 선택한 실적만 조회할 수 있는 자동화 분석표 작성', '두 목록을 비교하여 조건에 맞는 항목을 표시하고 집계표 작성', '파워쿼리를 활용하여 엑셀 빅데이터 관리']",초급자,"['Excel', 'MS-Office']","['BEST', '비즈니스 · 마케팅', '오피스']",['엑셀여신']
731,벡터 미적분학 시리즈3 - 적분 기초,"['다변수 함수의 적분', '다양한 도형의 부피 계산', '다양한 도형의 면적 계산', '다양한 좌표계에서의 적분']",초급자,['미적분'],"['학문 · 외국어', '수학']",['조범희 (타블렛깎는노인)']
732,초보 백엔드 개발자 로드맵,"['백엔드 개발 지식', 'HTTP', 'CI/CD', 'API 작성법', '데이터 표현법', '리눅스 명령어', '데이터베이스', '배치 처리', '버전 컨트롤']",입문자,[''],"['개발 · 프로그래밍', '백엔드']",['승귤']
733,GetX 기반 Flutter 앱 만들기,"['GetX 기반의 Flutter 앱 만들기', '구조적인 앱 개발 디자인 패턴 적용', 'API 통신을 위한 DAO', '국제화 (다국어 지원)', 'Material 3 적용']",초급자,"['Flutter', 'getx']","['개발 · 프로그래밍', '모바일 앱 개발']",['Sirius B']
734,자바 기초부터 마스터하기 with 은종쌤 (Do it 자바 프로그래밍 입문) - Part 2(마스터편),"['자바의 다양한 클래스 활용', '자바와 자료구조 알고리즘', '예외 처리와 자바 입출력', '제네릭, 람다식, 스트림', '자바 클래스를 활용한 멀티 스레드와 네트워크 프로그래밍']",초급자,"['Java', '객체지향', '알고리즘']","['BEST', '개발 · 프로그래밍', '프로그래밍 언어']",['박은종']
735,스트림릿(Streamlit)을 활용한 파이썬 웹앱 제작하기,"['Streamlit을 활용한 데이터 분석 웹 앱 구축', 'Streamlit을 활용한 데이터 시각화', '다양한 API를 활용한 Streamlit 웹 앱 구현']",초급자,['streamlit'],"['개발 · 프로그래밍', '웹 개발']",['런어데이']
736,GraphQL 완전정복 (가상의 키오스크를 구현하며 배우는 풀스택 과정),"['Graphql', 'Apollo', 'MongoDB', 'Svelte', 'nodeJs 파일업로드', '토큰기반 인증방법', '풀스택(웹백앤드 + 웹프런트앤드)', '가상의 키오스크 서비스 개발']",초급자,"['GraphQL', 'Svelte', 'MongoDB', 'Apollo']","['개발 · 프로그래밍', '데이터베이스']",['Hollo Coding(홀로코딩)']
737,SW 개발자를 위한 성능 좋은 SQL 쿼리 작성법,"['성능 좋은 쿼리를 작성하기 위한 기본 규칙들과 금기 사항들 학습', '품질 좋은 쿼리 작성을 위한 기본 지식들', '공통적인 실무 사례들의 간접적인 경험']",중급자,"['SQL', 'DBMS/RDBMS']","['BEST', '개발 · 프로그래밍', '데이터베이스']",['김정선SQL']
738,깃헙 블로그(Github blog)로 차별화 된 나만의 홈페이지 만들기!,"['제작부터 커스터마이징까지! 깃헙 블로그(GitHub blog) 정복하기!', '네이버 블로그가 아닌, 나만의 차별화 된 홈페이지를 만들기!', '개발자라면 누구나 만들고 싶은 깃헙 블로그(Github blog) 완성하기!']",입문자,"['블로그', 'GitHub']","['개발 · 프로그래밍', '교양 · 기타']",['런어데이']
739,취미로 해킹#6(SquareCTF_RR),"['웹, 크립토, 포너블, 리버싱, 포렌식 영역 관련 보안 취약점 발견 방법 및 감각.', '각 챌린지와 관련된 컴퓨터 과학 지식.', '보안 툴 설치 및 활용 방법.']",초급자,"['모의해킹', '리버싱', 'Forensic']","['보안 · 네트워크', '보안']",['장용하']
740,실무에서 바로 쓰는 영어 이메일,"['명확하고 깔끔하면서도 세련된 영어 이메일을 작성하는 방법', '비즈니스 상황에서 영문 이메일 작성 시 필요한 내용들을 이해', '다양한 영문 이메일 작성 요령을 습득하고 정확한 커뮤니케이션을 진행']",초급자,"['업무 생산성', '영어']","['BEST', '비즈니스 · 마케팅', '기타']",['런어데이']
741,최신 논문과 내 동영상으로 만드는 2D Pose estimation 실전 프로젝트 따라하기,"['2D human pose estimation', '2D 인간 포즈 추정', '인공지능', '딥러닝']",초급자,"['pose-estimation', 'object-detection', '딥러닝', '컴퓨터 비전']","['데이터 사이언스', '인공지능']",['구운밤']
742,마야에서 블렌더로! 스컬핑 모델링,"['마야에서 블렌더로 넘어올때, 모델링에서의 기본적인 툴들', '두려웠던 스컬핑 모델링을 대하는 방법', '블렌더 간단한 렌더세팅', '레퍼런스를 활용하여 이해하기', '얼굴의 기본, 해골 스컬핑 모델링', '포트폴리오를 활용하여 나의 작업 축적시키기']",초급자,['Blender'],"['크리에이티브', 'CAD · 3D 모델링']",['NARO']
743,스프링부트 JUnit 테스트 - 시큐리티를 활용한 Bank 애플리케이션,"['JPA', 'Security', 'Springboot', 'JUnit 단위 테스트', 'JUnit 통합 테스트', 'JUnit 테스트를 위한 효과적인 세팅법']",초급자,"['JUnit', 'Spring Boot', '소프트웨어 테스트']","['BEST', '개발 · 프로그래밍', '백엔드']",['최주호']
744,"취업 준비 6개월만에 성공 노하우(퍼포먼스 마케터, 그로스 마케터)","['퍼포먼스 마케터, 그로스 마케터 취업 준비 노하우', '퍼포먼스 마케터, 그로스 마케터 직무 분석', '에이전시/인하우스 마케터 차이, 담당 업무 & 하루 일과', '퍼포먼스, 그로스 마케터의 주요 업무', '퍼포먼스, 그로스 마케터 취업/이직 성공을 위해 필요한 역량 리스트', '당장 포트폴리오에 사용할 수 있는 현업 업무 4가지 맛보기']",입문자,"['퍼포먼스 마케팅', '그로스해킹']","['커리어', '취업 · 이직']",['daejung']
745,개발자를 위한 컴퓨터공학 1: 혼자 공부하는 컴퓨터구조 + 운영체제,"['컴퓨터공학', 'CS 지식', '컴퓨터 구조', '운영체제', '개발자 배경 지식']",입문자,"['컴퓨터 구조', '운영체제', '기술면접']","['개발 · 프로그래밍', '교양 · 기타']",['강민철']
746,QML 프로그래밍 입문편,"['QML을 이용한 현대적인 고급 UI 개발', 'C++을 대체한 Qt UI 프로그래밍']",초급자,"['Qt', 'QML']","['개발 · 프로그래밍', '데스크톱 앱 개발']",['김대진']
747,CRM 마케팅 끝판왕 Braze(브레이즈) 기초 활용법 & 노하우,"['CRM 마케팅 끝판왕 Braze (브레이즈) 기초 활용법', 'Braze (브레이즈) 의 꽃 Canvas 기능 이해하기', 'Braze (브레이즈)로 다양한 캠페인 만들기(앱푸시,인앱메세지,이메일 등)', 'Braze (브레이즈) 활용한 CRM 마케팅 성공 케이스 4가지 노하우']",초급자,"['Braze', 'CRM 마케팅', '디지털 마케팅']","['비즈니스 · 마케팅', '마케팅']",['daejung']
748,비트코인 선물거래 자동매매 시스템(저자직강),"['선물 개념, 기술적 분석 이론, 기술적 분석 지표와 같은 이론', '판다스 기본, 백테스트 개발, 트레이딩 봇 개발과 같은 프로그래밍']",초급자,"['Pandas', '투자']","['자기계발', '금융 ·  재테크']",['멀티코어']
749,AWS Certified Solutions Architect - Associate 자격증 준비하기,"['AWS Certified Solutions Architect - Associate 자격증 준비', '핵심적인 AWS 서비스 사용법']",초급자,"['AWS', '네트워크']","['BEST', '개발 · 프로그래밍', '데브옵스 · 인프라']",['코드바나나']
750,따라하면서 배우는 고박사의 유니티 하이퍼캐주얼게임 시리즈 02,"['유니티를 이용해 상용화 된 하이퍼 캐주얼 게임을 제작', '1010 게임 제작 (2D)', '2048 게임 제작 (2D)']",초급자,"['C#', 'Unity']","['BEST', '게임 개발', '게임 프로그래밍']",['고박사']
751,13가지 예제로 배우는 CSS Flex & Grid 핵심 기능,"['CSS Flex 레이아웃', 'CSS Grid 레이아웃', 'CSS 미디어쿼리 작성법', '폰트 어썸 & 구글 웹 폰트 사용법']",초급자,"['HTML/CSS', 'Flex']","['개발 · 프로그래밍', '웹 개발']",['이룸코딩']
752,"iOS Concurrency(동시성) 프로그래밍, 동기 비동기 처리 그리고 GCD/Operation - 디스패치큐와 오퍼레이션큐의 이해","['iOS 동시성(Concurrency) 프로그래밍', 'iOS에서 최적화에 대한 이해(성능/반응성)', '비동기(async)/동기(sync) 처리의 기본 개념에 대한 이해', 'iOS 디스패치큐(GCD)에 대한 이해', '디스패치 그룹/비동기 디스패치 그룹에 대한 이해', 'iOS 오퍼레이션큐(OperationQueue)에 대한 이해', 'GCD/Operation을 적용한 실제 프로젝트의 예시', 'GCD/Operation에 대한 A부터 ~ Z까지', 'Thread-Safety에 대한 이해', 'Thread-Safe한 객체 설계의 이해', '이 모든 내용을 쉽게(그림으로) 직관적으로 이해하기']",초급자,"['iOS', 'Swift']","['BEST', '개발 · 프로그래밍', '모바일 앱 개발']",['앨런(Allen)']
753,누구나 쉽게 배울 수 있는 드론맵핑 전문가 과정,"['드론맵핑, GIS, 공공데이터 활용', 'Pix4D Mapper, QGIS, AutoCad Civil 3D']",입문자,"['드론 개발', 'GIS', 'QGIS']","['개발 · 프로그래밍', '교양 · 기타']",['임종태']
754,실무 환경 그대로 주문게시판 만들기 웹개발 기초 마스터,"['서버(스프링)', '프런트(넥사크로)', 'Oracle DB 구축']",초급자,"['Spring', '넥사크로', 'Oracle']","['개발 · 프로그래밍', '풀스택']",['kitdow.on']
755,윤재성의 자바 기반 안드로이드 앱개발 Part 3 - 데이터관리와 네트워크,"['자바 언어를 이용하여 안드로이드 애플리케이션을 개발하는 방법', '안드로이드에서 제공하는 액션바, 데이터 관리, 리소스 관리, 센서, 네트워크 (전체 파트 4강 중 3강)']",초급자,"['Java', 'Android', 'SQLite', '네트워크']","['개발 · 프로그래밍', '모바일 앱 개발']",['소프트캠퍼스']
756,C# TCP/IP 소켓 프로그래밍,"['소켓을 기반으로 한 네트워크 프로그래밍', 'TCP 소켓의 특징과 다양한 옵션 다루기', 'Task 기반 비동기 소켓 프로그래밍']",초급자,"['C#', 'tcpsocket', 'tcpip']","['개발 · 프로그래밍', '백엔드']",['에릭권']
757,쌩초보도 4시간 안에 마스터하는 자바스크립트 기초,"['2023 자바스크립트 최신 문법을 배워요', '자바스크립트 개념을 이해하기 위한 배경지식을 배워요', '다양한 비유로 프로그래밍 언어의 기본기를 배워요']",입문자,['JavaScript'],"['개발 · 프로그래밍', '프로그래밍 언어']",['Code with Dan']
758,즐거운 자바,"['Java 기본 문법', 'Java 객체지향 문법', 'Java IO', 'Java Thread', 'Java 네트워크 프로그래밍', '간단한 웹 서버 만들기', '간단한 채팅 서버 & 채팅 클라이언트 만들기']",입문자,['Java'],"['개발 · 프로그래밍', '프로그래밍 언어']",['부부 개발단 토토(김성박)']
759,시니어 백엔드 개발자가 알려주는 데이터베이스 개론 & SQL,"['데이터베이스의 개념을 알 수 있어요', '관계형 DB가 무엇인지 알 수 있어요', 'SQL을 통해 데이터베이스를 어떻게 운영할 수 있는지 배울 수 있어요']",입문자,"['DBMS/RDBMS', 'SQL']","['개발 · 프로그래밍', '데이터베이스']",['쉬운코드']
760,스프링 프레임워크는 내 손에 [스프2탄],"['답변형 게시판 만들기', '게시판 페이징 처리', '게시판 검색 기능 구현', '스프링 부트 이해하기', '스프링 JPA', '스프링 Security', 'JavaScript, Ajax, JSON, jQuery', '스프링과 OpenAPI 연동']",중급자,"['Spring', 'MVC', 'JPA', 'Spring Security', 'jQuery']","['BEST', '개발 · 프로그래밍', '백엔드']",['박매일']
761,Next.js 시작하기(feat. 지도 서비스 개발),"['Next.js 기본 구조와 다양한 API', 'Next.js로 지도 웹서비스 제작', 'Next.js 프로젝트 배포, 검색엔진 등록, 각종 최적화']",초급자,"['Next.js', 'SEO', 'vercel', 'ssr', 'ssg']","['BEST', '개발 · 프로그래밍', '프론트엔드']",['박용주']
762,스프링 시큐리티 OAuth2 - Spring Boot 기반으로 개발하는 Spring Security OAuth2,"['스프링 시큐리티 핵심 개념 이해', 'OAuth 2.0 Authorizatioin Framework 기본', 'Java Cryptography Architecture 기초', 'JWT 기본/활용', '스프링 시큐리티 OAuth 2.0 Client 이론/실습/활용', '스프링 시큐리티 OAuth 2.0 Resource Server 이론/실습/활용', '스프링 시큐리티 OAuth 2.0 Authorization Server 이론/실습/활용']",중급자,"['Java', 'Spring', 'Spring Boot', 'OAuth']","['BEST', '개발 · 프로그래밍', '백엔드']",['정수원']
763,광고는 끝났다! 고객을 사로잡는 디지털 콘텐츠 마케팅 전략,"['01. 글로벌 프랜차이즈 마케팅 헤드의 실전 전략 노하우', '02. 수 많은 강의를 통해 완성된 내용과, 실제 사례 기반의 실무 활용 가이드', '03. 마케팅을 처음 접하는 분들도 쉽게 이해 가능한 설명']",초급자,"['콘텐츠 마케팅', '디지털 마케팅']","['비즈니스 · 마케팅', '마케팅']",['Gray Lee']
764,비전공 기획자 및 관리자를 위한 IT 필수 지식,"['비전공 기획 및 IT 관리자들이 업무를 하기 위해 꼭 필요한 IT지식', 'IT 전체를 볼 수 있게하고, 각 상세 단계별 필수 지식까지 전달', 'IT 각 단계별, 의사결정, 업무진행, 개발자 질의등 실제 사례를 통해, 실전 업무 활용 최대화 지원', 'IT 전체 및 개발 분야 주요 용어에 대한 이해를 통해, 커뮤니케이션 능력 상승', '[부록] IT 현업에서 사용되는 실전 용어 정보']",입문자,['커뮤니케이션'],"['BEST', '비즈니스 · 마케팅', '기획 · 전략 · PM']",['불꽃남자25']
765,윤재성의 자바 기반 안드로이드 앱개발 Part 1 - UI Programming,"['본 과정은 자바 언어를 이용하여 안드로이드 애플리케이션을 개발할 수 있는 방법에 대해 학습합니다.', '본 과정은 네 개의 과정 중 첫 번째 과정으로 안드로이드에서 제공하는 UI 요소들을 다루는 방법을 살펴봅니다.']",초급자,"['Java', 'Android']","['개발 · 프로그래밍', '모바일 앱 개발']",['소프트캠퍼스']
766,"Java TPC (생각하고, 표현하고, 코딩하고)","['빠른 프로그래밍 접근 방법', '메모리 구조에 대한 이해', '객체지향 프로그래밍의 이해', '클래스 설계하기', '다형성을 활용한 프로그래밍', '추상클래스와 인터페이스 이해', '인터페이스기반의 프로그래밍']",초급자,"['Java', '객체지향']","['BEST', '개발 · 프로그래밍', '백엔드']",['박매일']
767,인테리어 캐드(CAD) 기본반 상업공간 도면 완성,"['초보도 중급자도 배우는 기본 및 실무 오토캐드', '커피브랜드 실무자에게 배우는 오토캐드', '인테리어 캐드 명령어 기본']",입문자,['AutoCAD'],"['크리에이티브', 'CAD · 3D 모델링']",['임커피쌤']
768,핵심을 찾아내는 침해사고 분석,"['Incident Response (IR)', '사이버보안 사고 대응', '침해사고분석', '사이버 보안 사고 핵심 분석 전력', '침해사고분석 훈련']",초급자,['Forensic'],"['보안 · 네트워크', '보안']",['BIGROOT SECURITY']
769,React + GPT API로 AI회고록 서비스 개발 (원데이 클래스),"['ChatGPT Prompt', '웹개발 (기초)', 'React ( Vite, Styled-component, Antd )', 'GPT API 연동']",초급자,"['React', 'ChatGPT', 'JavaScript', 'HTML/CSS', 'Node.js']","['NEW', '개발 · 프로그래밍', '프론트엔드']",['도도(코딩루팡)']
770,GA4 미니 코스,"['GA4', '구글애널리틱스']",입문자,"['데이터 리터러시', 'GA4', '디지털 마케팅']","['NEW', '비즈니스 · 마케팅', '마케팅']",['Grace Shin']
771,CloudNet@와 함께하는 Amazon EKS 기본 강의,"['일반 쿠버네티스 환경과 EKS 환경의 차이점 구분', 'EKS 클러스터 설치부터 네트워킹, 스토리지까지 기본 개념 이해', 'EKS 관리 측면의 옵저버빌리티와 스케일링 이해', '명령어나 코드 기반으로 인프라 관리 운용하는 데브옵스 환경 이해']",초급자,"['AWS', 'amazon-eks', 'eks', 'Kubernetes', '네트워크']","['NEW', '개발 · 프로그래밍', '데브옵스 · 인프라']",['Ongja_CloudNet@']
772,데이터분석 준전문가(ADsP) 예상&기출복원 문제 풀이,"['데이터분석 준전문가', 'ADsp', '자격증']",입문자,"['ADsP', '빅데이터']","['NEW', '데이터 사이언스', '데이터 분석']",['lectopia1']
773,2023년 개인정보보호 법령 제개정 내용 강의,"['개인정보보호법 관련 법령들에 대한 분석 방법', ""'23년 대폭 변경되는 개인정보보호법 핵심 파악"", 'ISMS-P, CPPG 시험에서의 개정 법령 중요도 분석']",초급자,"['ISMS-P', 'security', 'privacy']","['NEW', '보안 · 네트워크', '보안']",['ISMS-P WIN']
774,[8월 정기 교육 세션 다시보기] 회귀분석 - 지표 차이의 요인 이해하기,"['회귀분석', '지표 차이 이해하기']",입문자,['데이터 리터러시'],"['NEW', '데이터 사이언스', '데이터 분석']",['HEARTCOUNT']
775,김쌤의 C 프로그래밍,"['C 기본 문법', 'C 콘솔 프로그래밍']",입문자,['C'],"['NEW', '개발 · 프로그래밍', '프로그래밍 언어']",['lectopia1']
776,순수 함수형 프론트엔드 언어 Elm 가이드,"['Elm', '순수 함수형 프로그래밍', '프론트엔드']",초급자,"['elm', '함수형 프로그래밍', 'SPA', '웹앱']","['NEW', '개발 · 프로그래밍', '프로그래밍 언어']",['김대현']
777,SQL 강의가 알려주지 않는 데이터 분석을 위한 문제정의 맛보기,"['데이터 분석에 필요한 문제 정의 프로세스', 'SQL에 앞서 정말로 필요한 데이터 분석의 핵심', 'PM/PO/PA에게 필요한 문제 정의 노하우']",입문자,"['데이터 리터러시', '서비스 기획', 'product-management']","['NEW', '비즈니스 · 마케팅', '기획 · 전략 · PM']",['플래터']
778,데이터 분석가 무엇이든 물어보세요 [월간 데이터리안 세미나 다시보기 | 2023년 7월],"['원맨팀 데이터 분석가의 실무 노하우', '데이터 분석 직무의 종류와 차이점', '데이터 분석가 신입에게 가장 필요한 역량', '데이터 분석가에게 좋은 회사를 찾는 방법', '직무 전환 시 지원 꿀팁', '데이터 분석가의 주요 일과']",입문자,"['빅데이터', '면접']","['데이터 사이언스', '데이터 분석']",['데이터리안']
779,ISMS-P 인증기준 선택 특강,"['ISMS-P 인증기준 선택의 노하우', '개인정보보호 학습 방법']",중급자,['ISMS-P'],"['보안 · 네트워크', '보안']",['ISMS-P WIN']
780,리셀봇 원리로 알아보는 Cypress,"['테스트', 'Cypress', '자동화', '프론트엔드']",초급자,"['Cypress', '소프트웨어 테스트']","['개발 · 프로그래밍', '프론트엔드']",['애프터캠프']
781,비즈니스 성장을 견인하는 데이터 기반 콘텐츠 마케팅 [월간 데이터리안 세미나 다시보기 | 2023년 5월],"['GA4, 구글 서치 콘솔 데이터를 활용한 기업 블로그 분석 사례', '자체 웹사이트 내의 블로그 성장 사례', '뉴스레터 그로스 해킹 사례', '뉴스레터 퍼널 분석 과정']",입문자,"['콘텐츠 마케팅', '그로스해킹']","['비즈니스 · 마케팅', '마케팅']",['데이터리안']
782,"쥬쥬와 함께 하루만에 시작하는 백엔드 - 스프링, 도커, AWS","['스프링 프레임워크 개발', 'Git을 통한 버전관리', 'JPA와 QueryDSL', '도커와 AWS를 이용한 배포']",초급자,"['Spring', 'Spring Boot', 'JPA', 'Docker', 'Git']","['개발 · 프로그래밍', '백엔드']",['쥬쥬']
783,SQL 코딩테스트를 위한 첫 걸음,"['SQL 로직 구현', 'SQL 함수 활용', 'SQL 문법 전체적으로 빠르게 살피기']",초급자,"['코딩 테스트', 'SQL', 'MySQL']","['개발 · 프로그래밍', '데이터베이스']",['Gemma']
784,실전! 스타트업 데이터 기반 의사 결정 [월간 데이터리안 세미나 다시보기 | 2023년 4월],"['고객 생애 매출(LTR)로 마케팅 성과를 측정하는 방법', 'GA4에서 고객 생애 매출(LTR)을 구하는 방법', '결제 데이터가 없을 때 고객 생애 매출(LTR)을 구하는 방법', '비즈옵스가 하는 일', '비즈니스 의사 결정을 위한 실무 데이터 활용 사례']",입문자,['그로스해킹'],"['데이터 사이언스', '데이터 분석']",['데이터리안']
785,"OpenGL 쉐이더 (6) shader 3D 그래픽스 - 쉐이딩 기초, 퐁 리플렉션 모델, 블린-퐁 쉐이딩","['게임 엔진 / 클라이언트 단의 3D 그래픽스 핵심 기능', '3D 그래픽스 기초 이론 + 수식 + 쉐이더 구현 코드', 'OpenGL 쉐이더 랭귀지 (GLSL) + 게임엔진 알고리즘', '이 강의는 - 파트 (6) 쉐이딩 기초, 퐁 리플렉션 모델, 블린-퐁 쉐이딩', '로드맵 ""OpenGL 쉐이더""에서 ✅묶음 할인 쿠폰✳️ 제공']",초급자,"['OpenGL', 'game-engine', '3d-rendering', 'vertex-shader', 'fragment-shader']","['개발 · 프로그래밍', '교양 · 기타']",['드립커피+한모금더']
786,"OpenGL 쉐이더 (4) shader 3D 그래픽스 - 좌표 변환, 회전, 가상 트랙볼, VBO, IBO","['게임 엔진 / 클라이언트 단의 3D 그래픽스 핵심 기능', '3D 그래픽스 기초 이론 + 수식 + 쉐이더 구현 코드', 'OpenGL 쉐이더 랭귀지 (GLSL) + 게임엔진 알고리즘', '이 강의는 - 파트 (4) 좌표 변환, 회전, 가상 트랙볼, VBO, IBO', '로드맵 ""OpenGL 쉐이더""에서 ✅묶음 할인 쿠폰✳️ 제공']",초급자,"['OpenGL', 'glsl']","['개발 · 프로그래밍', '교양 · 기타']",['드립커피+한모금더']
787,"OpenGL 쉐이더 (1) shader 3D 그래픽스 - 3D 그래픽스, OpenGL, 콜백 함수, 컬러 이론","['게임 엔진 / 클라이언트 단의 3D 그래픽스 핵심 기능', '3D 그래픽스 기초 이론 + 수식 + 쉐이더 구현 코드', 'OpenGL 쉐이더 랭귀지 (GLSL) + 게임엔진 알고리즘', '이 강의는 - 파트 (1) 3D 그래픽스, OpenGL, 콜백 함수, 컬러 이론', '로드맵 ""OpenGL 쉐이더""에서 ✅묶음 할인 쿠폰✳️ 제공']",초급자,"['OpenGL', 'computer-graphics', 'C++']","['개발 · 프로그래밍', '교양 · 기타']",['드립커피+한모금더']
788,"컴퓨터 과학 (5): 인터페이스 - 운영체제, 사용자 인터페이스, 데이터베이스","['시리즈 전체 - 컴퓨터 분야 기초 이론부터 실전 응용까지', '이 강의는 - 파트 (5) 운영체제, 사용자 인터페이스, 데이터베이스', 'CS101 = 컴퓨터 분야의 제일 첫번째 이론 과목', '로드맵 ""컴퓨터 과학""에서 ✅묶음 할인 쿠폰✳️ 제공']",입문자,"['운영체제', 'Linux', 'DBMS/RDBMS']","['개발 · 프로그래밍', '교양 · 기타']",['드립커피+한모금더']
789,"컴퓨터 과학 (4): 자료구조 - 자료 저장, 알고리즘, 객체지향","['시리즈 전체 - 컴퓨터 분야 기초 이론부터 실전 응용까지', '이 강의는 - 파트 (4) 자료구조, 알고리즘, 객체지향, 프로그래밍 언어', 'CS101 = 컴퓨터 분야의 제일 첫번째 이론 과목', '로드맵 ""컴퓨터 과학""에서 ✅묶음 할인 쿠폰✳️ 제공']",입문자,"['운영체제', '알고리즘']","['개발 · 프로그래밍', '교양 · 기타']",['드립커피+한모금더']
790,"컴퓨터 과학 (1): 입문 - 컴퓨터 역할의 변화, 계층 구조, 추상화, PC 구조","['시리즈 전체 - 컴퓨터 분야 기초 이론부터 실전 응용까지', '이 강의는 - 파트 (1) 컴퓨터 역할의 변화, 계층 구조, 추상화, PC 구조', 'CS101 = 컴퓨터 분야의 제일 첫번째 이론 과목', '로드맵 ""컴퓨터 과학""에서 ✅묶음 할인 쿠폰✳️ 제공']",입문자,"['컴퓨터 구조', 'computer-science']","['개발 · 프로그래밍', '교양 · 기타']",['드립커피+한모금더']
791,모두를 위한 ChatGPT Part 2 - ChatGPT를 이용한 데이터분석과 판다스 활용,"['ChatGPT를 이용한 데이터분석 방법', '다양한 분야에 데이터 분석을 진행하는 법', '넘파이(Numpy)와 판다스(Pandas) 라이브러리 활용법', 'matplotlib과 seaborn을 이용한 데이터 시각화 방법']",입문자,"['ChatGPT', 'Numpy', 'Pandas', 'colab', 'Matplotlib']","['데이터 사이언스', '데이터 분석']",['AISchool']
792,데이터 분석가 어떻게 준비해야 할까? [월간 데이터리안 세미나 다시보기 | 2023년 2월],"['데이터 분석 프로젝트 진행 과정', '데이터를 찾는 10가지 방법', '포트폴리오를 쓸 때 자주 하는 실수 6가지', '포트폴리오 완성도를 높이는 팁 4가지', '데이터 분석가 취업 준비 과정']",입문자,['포트폴리오'],"['커리어', '취업 · 이직']",['데이터리안']
